horizon,output_type_id,value,target,age_group,scenario_id,origin_date,location,output_type,model_name
6.0,22.0,2759.9160497198004,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,23.0,1634.1755017810617,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,24.0,3188.542177717164,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,25.0,3011.175544514728,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,26.0,2774.0165766776718,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,27.0,1310.9181714117235,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,28.0,1566.7118662499613,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,13.0,2051.8403011236155,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,14.0,1745.7991822935185,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,15.0,3229.8749888225684,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,16.0,1249.8532079184504,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,17.0,1506.1510978541282,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,18.0,1991.115765593658,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,19.0,1296.5943845619731,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,20.0,1439.6366622170829,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,5.0,2194.716425239141,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,6.0,2493.045504310948,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,7.0,3006.2682437058197,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,8.0,2706.5602563367274,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,9.0,2043.8465323814155,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,10.0,2189.9018063634044,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,11.0,2436.2071748929948,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,12.0,1580.5480801458266,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,61.0,1875.4123406482656,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,62.0,1145.710290685556,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,63.0,1466.0257997069805,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,64.0,1678.9515341190138,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,65.0,1492.5379792794308,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,66.0,2088.981625485668,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,3.0,1932.3376172325416,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,4.0,2913.720504731928,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,29.0,1771.6998199862533,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,30.0,2105.433741469629,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,31.0,2158.7479517046136,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,32.0,2725.3676228485365,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,33.0,2240.5493986943325,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
6.0,34.0,2892.7074212593056,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,13.0,2271.835494901889,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,14.0,2027.072299759399,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,15.0,3564.225133966458,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,16.0,1374.5379923656792,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,1.0,1585.1895098639875,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,2.0,2733.378408974577,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,3.0,2129.356561289082,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,4.0,3311.6078391991364,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,5.0,2531.4708721650395,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,82.0,2229.8464981973234,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,83.0,1758.020057670816,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,84.0,1924.247883615138,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,85.0,2562.410737049542,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,86.0,1679.9294869375506,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,87.0,1523.645949277805,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,88.0,2644.214007313304,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,61.0,2020.338608260088,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,62.0,1267.0566427857816,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,63.0,1599.552434599639,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,64.0,1892.996812318784,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,97.0,2572.837321252221,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,98.0,1588.425955213102,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,99.0,1537.6700579470005,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,100.0,2196.4019139110765,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,49.0,2772.9476910653607,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,50.0,2226.8958380993754,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,51.0,1102.1964114875311,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,52.0,1708.7286577691652,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,53.0,1902.103017530192,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,54.0,2111.9112800295766,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,55.0,2251.3428009963827,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,56.0,1584.404474337169,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,41.0,1873.1834291461291,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,42.0,2334.045719957732,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,43.0,2205.7007037119,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,44.0,1574.6339292925263,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,45.0,4029.557739192009,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,46.0,2764.9139263155766,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,47.0,2322.2532011938706,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,48.0,1351.0151814451976,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,33.0,2486.635977972224,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,34.0,3313.250108451084,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,35.0,2447.8346567298563,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,36.0,2081.5373515282763,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,37.0,2228.828606074998,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,38.0,2047.99853363726,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,39.0,1577.3870347153131,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,40.0,2226.6075167315794,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,77.0,2908.607957491094,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,78.0,788.004609929373,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,79.0,1166.2365396632342,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,80.0,2405.8722046899293,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,65.0,1600.3303844001894,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,66.0,2338.2292247065143,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,67.0,1319.1649969037196,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,68.0,1217.7642845512369,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,69.0,2260.9345246289545,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,70.0,1121.8734843031684,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,71.0,2439.1160889816656,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,72.0,2450.4647857383725,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,89.0,2673.7887016569584,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,90.0,2801.9546992961573,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,91.0,2256.465947704693,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,92.0,1836.7910821131936,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,93.0,1290.8633320544657,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,94.0,3436.3656794937683,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,95.0,1755.108929437249,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,96.0,1303.8933023670445,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,25.0,3377.43132543426,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,26.0,3157.443254516372,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,27.0,1478.726112305133,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,28.0,1771.766251696285,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,29.0,2085.1106692335898,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,30.0,2451.828957736533,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,31.0,2541.9850314138894,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,32.0,3083.828811759648,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,17.0,1691.282813297354,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,18.0,2306.8833885124227,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,19.0,1470.620949353756,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,20.0,1612.8535793599722,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,21.0,2581.326401860172,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,22.0,3089.3345654231966,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,23.0,1826.496017596152,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,24.0,3545.201006390935,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,9.0,2352.318083001927,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,10.0,2495.312820944354,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,11.0,2786.3687601585493,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,12.0,1772.3669336578746,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,73.0,2834.3941063913176,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,74.0,1850.808424518917,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,75.0,1496.3848319657272,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,76.0,2282.3940368195736,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,57.0,2349.9785229239405,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,58.0,1744.2978972353862,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,59.0,2215.834331100433,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,60.0,1985.6737400289824,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,6.0,2793.283031800479,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,7.0,3347.6998606339966,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,8.0,3080.7668952645445,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
7.0,81.0,1618.3632576570735,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,37.0,2591.4769158363283,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,38.0,2320.247293601557,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,39.0,1772.3256009821612,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,40.0,2565.501796341668,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,41.0,2148.331830207366,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,42.0,2650.5703167565057,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,43.0,2482.049650138391,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,44.0,1772.9241748597874,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,29.0,2449.719111512887,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,46.0,3174.2676906327465,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,47.0,2718.159852091997,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,48.0,1519.9181311518062,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,33.0,2771.990924114514,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,34.0,3794.865997402364,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,35.0,2712.5471634704745,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,36.0,2363.4423211217,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,97.0,2848.0858491214385,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,98.0,1719.9709253364622,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,99.0,1680.7127743839787,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,100.0,2427.6150703972826,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,25.0,3795.876773060103,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,26.0,3598.8159879266896,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,27.0,1678.2047310788248,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,28.0,2009.6419048794812,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,77.0,3205.026098770825,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,78.0,891.6209991186921,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,79.0,1302.773919324682,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,80.0,2641.115685731391,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,85.0,2916.32793827773,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,86.0,1884.9716635177908,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,87.0,1714.3667969739993,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,88.0,2930.436247776002,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,93.0,1434.0595538849564,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,94.0,3829.606316035072,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,95.0,2004.0965777006709,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,96.0,1423.940650034219,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,81.0,1754.295013288156,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,82.0,2550.3900571724585,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,83.0,1953.380628707478,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,84.0,2190.4333658844157,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,69.0,2491.477108908349,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,70.0,1248.576926085865,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,71.0,2785.9552849086085,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,72.0,2692.0326466053493,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,13.0,2526.6911373200696,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,14.0,2358.0799165747267,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,15.0,3948.196120209954,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,16.0,1525.4669823625022,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,17.0,1910.5104549266828,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,18.0,2676.74206921752,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,19.0,1675.1174245644015,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,20.0,1816.2157119846745,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,5.0,2926.784345134004,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,6.0,3144.9096833867925,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,7.0,3739.1400904445945,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,8.0,3513.285770223867,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,9.0,2712.467282084641,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,10.0,2850.1312318015985,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,11.0,3192.259706599632,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,12.0,2001.4645109849007,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,1.0,1752.6228775274458,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,2.0,3102.6053600043238,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,3.0,2360.5547793295696,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,4.0,3765.2066440586254,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,61.0,2195.1995985574868,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,62.0,1414.9352123217675,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,63.0,1758.648625332509,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,64.0,2147.06224953662,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,53.0,2103.572144896819,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,54.0,2352.772627628792,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,55.0,2550.409875088134,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,56.0,1758.5057489883377,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,73.0,3172.808824444598,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,74.0,2088.924731684565,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,75.0,1650.3041710086814,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,76.0,2534.044284982003,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,65.0,1731.5374186248534,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,66.0,2630.0631661783277,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,67.0,1485.8941904397557,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,68.0,1381.1451984486666,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,57.0,2656.179420011268,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,58.0,1909.0272836047727,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,59.0,2539.594990805933,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,60.0,2190.1289876328583,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,49.0,3056.701074591828,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,50.0,2465.383479847331,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,51.0,1219.736264412991,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,52.0,1877.3949892216872,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,21.0,2878.1722628640123,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,22.0,3465.0265842818235,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,23.0,2051.182590047148,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,24.0,3954.470045885752,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,89.0,2997.152027538612,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,90.0,3121.224359812537,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,91.0,2540.9816250647145,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,92.0,2070.0274301031304,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,30.0,2855.1137252801013,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,31.0,2991.342790532516,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,32.0,3496.3433442487567,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
8.0,45.0,4526.707543003285,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,49.0,3406.8321766564427,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,50.0,2745.9607957557896,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,51.0,1369.5992478489884,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,52.0,2083.1664747720943,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,69.0,2776.3110204535624,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,70.0,1407.6883211800225,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,71.0,3222.637639598151,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,72.0,2983.033656180666,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,57.0,3032.7281914565574,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,58.0,2111.0776359468414,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,59.0,2958.7250258793174,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,60.0,2433.492879504987,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,13.0,2831.250199022446,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
9.0,14.0,2796.054502317339,inc hosp,0-130,B-2023-08-14,2023-09-03,US,sample,NIH-FluD
